date,ticker,side,shares_delta,shares_after,price,notional,fee,exec_session
2015-01-30,SWKS,BUY,186.67636081085394,186.67636081085394,66.8071517944336,12471.315973123174,28.6840267381833,CLOSE
2015-01-30,UAL,BUY,179.77966670726562,179.77966670726562,69.37000274658203,12471.315973262617,28.68402673850402,CLOSE
2015-02-27,AAL,SELL,-268.1803449875614,0.0,44.168792724609375,11845.202070569834,27.243964762310622,OPEN
2015-02-27,AVGO,SELL,-251.5025700544502,1331.05059153,9.77556324005127,2458.5792786027023,5.654732340786215,OPEN
2015-02-27,DAL,SELL,-301.01298466642646,0.0,35.26646423339844,10615.66365752704,24.416026412312196,OPEN
2015-02-27,ENPH,SELL,-1006.5630046631511,0.0,13.640000343322754,13729.519729181364,31.577895377117137,OPEN
2015-02-27,RCL,SELL,-188.39704385984788,0.0,59.51029586791992,11211.563820741034,25.78659678770438,OPEN
2015-02-27,REGN,SELL,-30.09764327059354,0.0,416.40826416015625,12532.907389619464,28.82568699612477,OPEN
2015-02-27,KDP,BUY,1267.3432583136987,1267.3432583136987,9.801146507263184,12421.416949724851,28.56925898436716,CLOSE
2015-02-27,LULU,BUY,181.49351996951503,181.49351996951503,68.44000244140625,12421.416949813023,28.569258984569952,CLOSE
2015-02-27,MAC,BUY,282.2355850555201,282.2355850555201,44.01081085205078,12421.416949596387,28.56925898407169,CLOSE
2015-02-27,ULTA,BUY,88.24536398682012,88.24536398682012,140.75999450683594,12421.416950038538,28.569258985088638,CLOSE
2015-02-27,WHR,BUY,88.69014885090445,88.69014885090445,140.0540771484375,12421.416949470977,28.56925898378325,CLOSE
2015-03-31,ALK,SELL,-200.97927672430805,0.0,55.63258361816406,11180.996417883202,25.716291761131362,OPEN
2015-03-31,AXON,SELL,-461.72957673528697,0.0,24.899999618530273,11497.06628457279,26.443252454517417,OPEN
2015-03-31,DXCM,SELL,-834.4808449598061,0.0,15.585000038146973,13005.384000531496,29.91238320122244,OPEN
2015-03-31,KDP,SELL,-1267.3432583136987,0.0,9.82392692565918,12450.287559400582,28.63566138662134,OPEN
2015-03-31,LOW,SELL,-224.76384150540315,0.0,49.96195602416992,11229.64116511645,25.828174679767837,OPEN
2015-03-31,MAC,SELL,-282.2355850555201,0.0,23.805938720703125,6718.883042633506,15.453430998057065,OPEN
2015-03-31,UAL,SELL,-179.77966670726562,0.0,67.94999694824219,12216.027804114696,28.0968639494638,OPEN
2015-03-31,WHR,SELL,-88.69014885090445,0.0,87.5552749633789,7765.290369183943,17.86016784912307,OPEN
2015-03-31,AAPL,BUY,386.67540759575485,386.67540759575485,27.69396209716797,10708.57408186381,24.629720388286763,CLOSE
2015-03-31,DLTR,BUY,131.96838405924476,131.96838405924476,81.1449966430664,10708.574081478313,24.62972038740012,CLOSE
2015-03-31,EPAM,BUY,174.71975725187292,174.71975725187292,61.290000915527344,10708.574081928007,24.629720388434418,CLOSE
2015-03-31,FICO,BUY,120.886660456598,120.886660456598,88.58358764648438,10708.574081847846,24.629720388250046,CLOSE
2015-03-31,INCY,BUY,116.82930017547596,116.82930017547596,91.66000366210938,10708.574081925803,24.629720388429348,CLOSE
2015-03-31,MO,BUY,430.60948459486383,430.60948459486383,24.868412017822266,10708.574081687164,24.62972038788048,CLOSE
2015-03-31,MOH,BUY,159.14064401690868,159.14064401690868,67.29000091552734,10708.574081595396,24.629720387669412,CLOSE
2015-03-31,NCLH,BUY,198.27021689527336,198.27021689527336,54.0099983215332,10708.574081723738,24.629720387964596,CLOSE
2015-04-30,AAPL,SELL,-386.67540759575485,0.0,27.854211807250977,10770.538703827258,24.77223901880269,OPEN
2015-04-30,DLTR,SELL,-131.96838405924476,0.0,77.31999969482422,10203.79541518725,23.46872945493067,OPEN
2015-04-30,LULU,SELL,-181.49351996951503,0.0,64.4800033569336,11702.702776896023,26.91621638686085,OPEN
2015-04-30,MNST,SELL,-112.41100439697595,527.41777625,22.851642608642578,2568.776097758244,5.90818502484396,OPEN
2015-04-30,MO,SELL,-430.60948459486383,0.0,12.395946502685547,5337.812134586929,12.276967909549935,OPEN
2015-04-30,PANW,SELL,-102.5043596107912,489.53595408,24.61997413635254,2523.654682481059,5.804405769706435,OPEN
2015-04-30,ULTA,SELL,-88.24536398682012,0.0,151.22000122070312,13344.46404980833,30.692267314559153,OPEN
2015-04-30,COR,BUY,105.65338097828501,105.65338097828501,98.13078308105469,10367.849010560116,23.846052724288263,CLOSE
2015-04-30,COTY,BUY,503.39803722026045,503.39803722026045,20.595727920532227,10367.84901031844,23.846052723732406,CLOSE
2015-04-30,DXCM,BUY,613.7545690167819,613.7545690167819,16.892499923706055,10367.84901029023,23.846052723667526,CLOSE
2015-04-30,MOH,BUY,38.145728390361924,197.28637240727062,59.22999954223633,2259.371475099408,5.196554392728639,CLOSE
2015-04-30,NCLH,BUY,43.16729073236316,241.43750762763653,48.5099983215332,2094.045200972073,4.816303962235767,CLOSE
2015-04-30,NXPI,BUY,121.37767199580901,121.37767199580901,85.4180908203125,10367.849010096115,23.846052723221064,CLOSE
2015-04-30,RMD,BUY,185.27968801241536,185.27968801241536,55.957828521728516,10367.849010358097,23.84605272382362,CLOSE
2015-05-29,AVGO,SELL,-210.3740046800001,1120.67658685,11.375495910644531,2393.1086299432545,5.504149848869486,OPEN
2015-05-29,EW,SELL,-596.9523087222377,0.0,21.786643981933594,13005.587424324705,29.912851075946822,OPEN
2015-05-29,KR,SELL,-446.6906845771927,0.0,12.240559577941895,5467.743937478778,12.57581105620119,OPEN
2015-05-29,LUV,SELL,-312.57290474030106,0.0,28.738630294799805,8982.91714950319,20.660709443857336,OPEN
2015-05-29,MOH,SELL,-197.28637240727062,0.0,71.69999694824219,14145.432299531076,32.53449428892148,OPEN
2015-05-29,NCLH,SELL,-241.43750762763653,0.0,54.20000076293945,13085.9130976201,30.097600124526227,OPEN
2015-05-29,RMD,SELL,-185.27968801241536,0.0,45.366580963134766,8405.505967039591,19.33266372419106,OPEN
2015-05-29,SWKS,SELL,-42.18613405085392,144.49022676,70.66708374023438,2981.1710676484468,6.8566934555914285,OPEN
2015-05-29,AXON,BUY,348.24718362476483,348.24718362476483,31.579999923706055,10997.646032300921,25.29458587429212,CLOSE
2015-05-29,BLDR,BUY,895.5738006107372,895.5738006107372,12.279999732971191,10997.646032355848,25.294585874418452,CLOSE
2015-05-29,BX,BUY,421.2530092487285,421.2530092487285,26.106985092163086,10997.646032485394,25.294585874716407,CLOSE
2015-05-29,COR,BUY,22.370096469115506,128.02347744740052,96.88273620605469,2167.276155121313,4.98473515677902,CLOSE
2015-05-29,FTNT,BUY,1372.6467694939997,1372.6467694939997,8.01200008392334,10997.646032383027,25.294585874480962,CLOSE
2015-05-29,LULU,BUY,183.93788031532557,183.93788031532557,59.790000915527344,10997.646032453475,25.29458587464299,CLOSE
2015-05-29,MKTX,BUY,136.60566432248817,136.60566432248817,80.50651550292969,10997.646032566403,25.29458587490273,CLOSE
2015-06-30,BBWI,SELL,-270.2023959204236,0.0,27.3037166595459,7377.529658941687,16.96831821556588,OPEN
2015-06-30,BX,SELL,-421.2530092487285,0.0,14.608927726745605,6154.054766788773,14.154325963614179,OPEN
2015-06-30,CNC,SELL,-147.94798760517097,309.04415439,20.325000762939453,3007.0429609504567,6.91619881018605,OPEN
2015-06-30,COR,SELL,-128.02347744740052,0.0,78.75132751464844,10082.018802024446,23.188643244656223,OPEN
2015-06-30,COTY,SELL,-503.39803722026045,0.0,24.13677215576172,12150.403728043084,27.945928574499092,OPEN
2015-06-30,EA,SELL,-41.663511787002335,192.14428556,62.96064758300781,2623.161682691946,6.033271870191476,OPEN
2015-06-30,FICO,SELL,-120.886660456598,0.0,91.44967651367188,11055.045993573976,25.42660578522015,OPEN
2015-06-30,LULU,SELL,-183.93788031532557,0.0,65.45999908447266,12040.573477041053,27.69331899719442,OPEN
2015-06-30,MNST,SELL,-527.41777625,0.0,22.33664321899414,11780.74269545153,27.09570819953852,OPEN
2015-06-30,BSX,BUY,612.7565048018417,612.7565048018417,17.700000762939453,10845.79060248871,24.945318385724036,CLOSE
2015-06-30,CI,BUY,73.27101491461642,73.27101491461642,148.02293395996094,10845.79060188558,24.945318384336836,CLOSE
2015-06-30,FIX,BUY,506.9557974975908,506.9557974975908,21.393957138061523,10845.790602555255,24.945318385877084,CLOSE
2015-06-30,HUM,BUY,61.650310446673124,61.650310446673124,175.92434692382812,10845.790602982228,24.945318386859125,CLOSE
2015-06-30,MOH,BUY,154.27866474814792,154.27866474814792,70.30000305175781,10845.79060261592,24.945318386016616,CLOSE
2015-06-30,ON,BUY,927.7836605497225,927.7836605497225,11.6899995803833,10845.79060251274,24.945318385779302,CLOSE
2015-06-30,ZBRA,BUY,97.66582894240824,97.66582894240824,111.05000305175781,10845.790602106892,24.94531838484585,CLOSE
2015-07-31,BSX,SELL,-612.7565048018417,0.0,17.34000015258789,10625.197886763159,24.437955139555267,OPEN
2015-07-31,FIX,SELL,-506.9557974975908,0.0,22.59384536743164,11454.080896783555,26.34438606260218,OPEN
2015-07-31,HUM,SELL,-61.650310446673124,0.0,155.77023315429688,9603.283232313057,22.08755143432003,OPEN
2015-07-31,NXPI,SELL,-121.37767199580901,0.0,76.87117004394531,9330.443663528053,21.46002042611452,OPEN
2015-07-31,ON,SELL,-927.7836605497225,0.0,10.670000076293945,9899.451728849815,22.768738976354577,OPEN
2015-07-31,PANW,SELL,-112.12957334000004,377.40638074,30.971633911132812,3472.836096097999,7.987523021025398,OPEN
2015-07-31,ZBRA,SELL,-97.66582894240824,0.0,106.70999908447266,10421.920517028646,23.970417189165886,OPEN
2015-07-31,COTY,BUY,466.9579845824547,466.9579845824547,23.02483558654785,10751.630820836766,24.728750887924562,CLOSE
2015-07-31,HAS,BUY,191.75254229485566,191.75254229485566,56.070343017578125,10751.630820965214,24.72875088821999,CLOSE
2015-07-31,HOLX,BUY,258.0804335099029,258.0804335099029,41.65999984741211,10751.630820642606,24.728750887477997,CLOSE
2015-07-31,IBKR,BUY,1155.1188315082793,1155.1188315082793,9.30781364440918,10751.630820826751,24.728750887901526,CLOSE
2015-07-31,MNST,BUY,420.1227675234159,420.1227675234159,25.59164047241211,10751.630820734035,24.728750887688285,CLOSE
2015-07-31,REGN,BUY,19.526897439404404,19.526897439404404,550.606201171875,10751.630819783273,24.72875088550153,CLOSE
2015-08-31,AVGO,SELL,-1120.67658685,0.0,9.704999923706055,10876.166189878411,25.015182236720346,OPEN
2015-08-31,AXON,SELL,-348.24718362476483,0.0,23.450000762939453,8166.396721692251,18.782712459892178,OPEN
2015-08-31,CI,SELL,-73.27101491461642,0.0,114.76365661621094,8408.84959558231,19.34035406983931,OPEN
2015-08-31,DXCM,SELL,-142.91363826678196,470.84093075,23.53499984741211,3363.472454801823,7.735986646044193,OPEN
2015-08-31,HOLX,SELL,-258.0804335099029,0.0,39.41999816894531,10173.530216400985,23.399119497722264,OPEN
2015-08-31,INCY,SELL,-21.457572825475964,95.37172735,119.4800033569336,2563.750873219515,5.896627008404884,OPEN
2015-08-31,MKTX,SELL,-136.60566432248817,0.0,75.32354736328125,10289.623226687438,23.666133421381105,OPEN
2015-08-31,SWKS,SELL,-144.49022676,0.0,57.51557540893555,8310.438533068978,19.11400862605865,OPEN
2015-08-31,AMZN,BUY,402.0809001168123,402.0809001168123,25.644500732421875,10311.16393753844,23.71567705633841,CLOSE
2015-08-31,AYI,BUY,54.703154181044226,54.703154181044226,188.4930419921875,10311.163938152677,23.715677057751158,CLOSE
2015-08-31,EXPE,BUY,94.57755090046945,94.57755090046945,109.02337646484375,10311.163936944802,23.715677054973046,CLOSE
2015-08-31,FIX,BUY,398.10183715035527,398.10183715035527,25.900819778442383,10311.16393749817,23.715677056245788,CLOSE
2015-08-31,NCLH,BUY,179.01326754632288,179.01326754632288,57.599998474121094,10311.163937515628,23.715677056285944,CLOSE
2015-08-31,TKO,BUY,600.4700130846811,600.4700130846811,17.17182159423828,10311.16393738007,23.71567705597416,CLOSE
2015-09-30,CNC,SELL,-309.04415439,0.0,13.477499961853027,4165.142579002127,9.57982793170489,OPEN
2015-09-30,EPAM,SELL,-34.925379571872924,139.79437768,70.58999633789062,2465.3824160779495,5.6703795569792845,OPEN
2015-09-30,EXPE,SELL,-94.57755090046945,0.0,103.90570831298828,9827.14741682098,22.602439058688255,OPEN
2015-09-30,HAS,SELL,-191.75254229485566,0.0,36.631385803222656,7024.161355551628,16.155571117768744,OPEN
2015-09-30,MNST,SELL,-420.1227675234159,0.0,22.5233097076416,9462.55520816141,21.76387697877124,OPEN
2015-09-30,ALK,BUY,111.88720946267415,111.88720946267415,73.27288055419922,8198.298134501192,18.856085709352744,CLOSE
2015-09-30,GPN,BUY,150.35150708689363,150.35150708689363,54.52754211425781,8198.298134622724,18.856085709632264,CLOSE
2015-09-30,HOLX,BUY,209.51438565522125,209.51438565522125,39.130001068115234,8198.298134474315,18.856085709290927,CLOSE
2015-09-30,ROL,BUY,786.6850518265005,786.6850518265005,10.421321868896484,8198.298134533474,18.85608570942699,CLOSE
2015-10-30,AYI,SELL,-54.703154181044226,0.0,199.6560821533203,10921.817445216313,25.120180123997518,OPEN
2015-10-30,EA,SELL,-42.85940857999998,149.28487698,70.9016342163086,3038.8021098664767,6.989244852692896,OPEN
2015-10-30,MOH,SELL,-154.27866474814792,0.0,66.5,10259.531205751837,23.596921773229226,OPEN
2015-10-30,NCLH,SELL,-179.01326754632288,0.0,63.41999816894531,11353.021100004715,26.111948530010846,OPEN
2015-10-30,REGN,SELL,-19.526897439404404,0.0,556.1439819335938,10859.766496759261,24.9774629425463,OPEN
2015-10-30,ROL,SELL,-786.6850518265005,0.0,4.073417663574219,3204.496785779867,7.3703426072936935,OPEN
2015-10-30,TKO,SELL,-600.4700130846811,0.0,12.878596305847168,7733.2108922843745,17.78638505225406,OPEN
2015-10-30,AAP,BUY,50.822252325708114,50.822252325708114,173.68563842773438,8827.095341526021,20.30231928550985,CLOSE
2015-10-30,ALK,BUY,31.11182533566207,142.99903479833623,70.3216781616211,2187.835768274997,5.032022267032493,CLOSE
2015-10-30,EXR,BUY,162.8519762169576,162.8519762169576,54.203182220458984,8827.095341849606,20.302319286254093,CLOSE
2015-10-30,HOLX,BUY,50.35869282681523,259.8730784820365,38.86000061035156,1956.9388339865466,4.500959318169057,CLOSE
2015-10-30,ORLY,BUY,479.27955548511295,479.27955548511295,18.41742515563965,8827.095341775308,20.302319286083208,CLOSE
2015-10-30,SBUX,BUY,174.2185366603847,174.2185366603847,50.66679763793945,8827.095341749648,20.30231928602419,CLOSE
2015-10-30,TMUS,BUY,241.58619583792935,241.58619583792935,36.53807830810547,8827.095341683565,20.3023192858722,CLOSE
2015-10-30,TYL,BUY,51.81436552012548,51.81436552012548,170.36000061035156,8827.095341633556,20.30231928575718,CLOSE
2015-11-30,ALK,SELL,-142.99903479833623,0.0,68.2035140991211,9753.036686029032,22.431984377866772,OPEN
2015-11-30,AMZN,SELL,-92.24103977681233,309.83986034,33.2400016784668,3066.0923170047645,7.052012329110958,OPEN
2015-11-30,BLDR,SELL,-895.5738006107372,0.0,14.029999732971191,12564.900183424637,28.89927042187666,OPEN
2015-11-30,EPAM,SELL,-139.79437768,0.0,79.23999786376953,11077.30618873019,25.477804234079436,OPEN
2015-11-30,EXR,SELL,-162.8519762169576,0.0,39.4493408203125,6424.403113044186,14.776127160001627,OPEN
2015-11-30,FTNT,SELL,-1372.6467694939997,0.0,7.203999996185303,9888.547322198543,22.743658841056646,OPEN
2015-11-30,HOLX,SELL,-259.8730784820365,0.0,40.70000076293945,10576.834492486309,24.32671933271851,OPEN
2015-11-30,PANW,SELL,-377.40638074,0.0,31.22330093383789,11783.87300019562,27.10290790044992,OPEN
2015-11-30,TMUS,SELL,-241.58619583792935,0.0,34.1370964050293,8247.051257443682,18.968217892120467,OPEN
2015-11-30,AAP,BUY,20.86691695096797,71.68916927667608,142.4374542236328,2972.230527991848,6.8361302143812495,CLOSE
2015-11-30,AYI,BUY,44.76324849738887,44.76324849738887,223.47332763671875,10003.392097540842,23.007801824343936,CLOSE
2015-11-30,EXPE,BUY,85.53481342910165,85.53481342910165,116.95111846923828,10003.39209859106,23.00780182675944,CLOSE
2015-11-30,LDOS,BUY,278.6336909496802,278.6336909496802,35.901588439941406,10003.392097977247,23.007801825347666,CLOSE
2015-11-30,LII,BUY,83.05449966195216,83.05449966195216,120.44371032714844,10003.392098650414,23.007801826895953,CLOSE
2015-11-30,NCLH,BUY,174.15376631674846,174.15376631674846,57.439998626708984,10003.39209807023,23.007801825561526,CLOSE
2015-11-30,NKE,BUY,172.2526163692137,172.2526163692137,58.0739631652832,10003.392098149376,23.007801825743563,CLOSE
2015-11-30,RCL,BUY,121.82205909316866,121.82205909316866,82.11478424072266,10003.392098196111,23.007801825851054,CLOSE
2015-11-30,TKO,BUY,683.5881416671912,683.5881416671912,14.63365364074707,10003.392098079616,23.007801825583115,CLOSE
2015-12-31,AAP,SELL,-71.68916927667608,0.0,115.98067474365234,8314.558224520802,19.12348391639785,OPEN
2015-12-31,COTY,SELL,-466.9579845824547,0.0,19.09627342224121,8917.15735028525,20.509461905656075,OPEN
2015-12-31,EA,SELL,-149.28487698,0.0,65.64546203613281,9799.874724359348,22.5397118660265,OPEN
2015-12-31,EXPE,SELL,-85.53481342910165,0.0,113.2481689453125,9686.661001924687,22.27932030442678,OPEN
2015-12-31,INCY,SELL,-95.37172735,0.0,108.23999786376953,10323.03556462801,23.742981798644422,OPEN
2015-12-31,LII,SELL,-83.05449966195216,0.0,99.50299835205078,8264.171742993629,19.007595008885346,OPEN
2015-12-31,NCLH,SELL,-174.15376631674846,0.0,59.119998931884766,10295.970478629877,23.68073210084872,OPEN
2015-12-31,ORLY,SELL,-479.27955548511295,0.0,16.894750595092773,8097.3085552479115,18.6238096770702,OPEN
2015-12-31,RCL,SELL,-121.82205909316866,0.0,81.13886260986328,9884.503315611259,22.734357625905897,OPEN
2015-12-31,BLDR,BUY,834.3325401472975,834.3325401472975,11.079999923706055,9244.404481177535,21.26213030670833,CLOSE
2015-12-31,GOOGL,BUY,239.43785817750543,239.43785817750543,38.60878372192383,9244.404481215977,21.26213030679675,CLOSE
2015-12-31,HRL,BUY,302.0300349743912,302.0300349743912,30.607566833496094,9244.40448120184,21.26213030676423,CLOSE
2015-12-31,MAS,BUY,379.54840988256075,379.54840988256075,24.356325149536133,9244.404481089063,21.262130306504847,CLOSE
2015-12-31,META,BUY,88.94495208244902,88.94495208244902,103.93399810791016,9244.404481445416,21.26213030732446,CLOSE
2015-12-31,MKTX,BUY,90.6513580467709,90.6513580467709,101.9775619506836,9244.404481128178,21.262130306594813,CLOSE
2015-12-31,MPWR,BUY,157.92497187293446,157.92497187293446,58.536685943603516,9244.404481178384,21.262130306710283,CLOSE
2015-12-31,VLO,BUY,195.05469347876897,195.05469347876897,47.3939094543457,9244.404481377931,21.26213030716924,CLOSE
2015-12-31,VRSN,BUY,106.74287663096271,106.74287663096271,86.60441589355469,9244.404481422294,21.262130307271278,CLOSE
2016-01-29,BLDR,SELL,-834.3325401472975,0.0,7.699999809265137,6424.360399997888,14.776028919995142,OPEN
2016-01-29,DXCM,SELL,-470.84093075,0.0,17.81999969482422,8390.38524227575,19.297886057234223,OPEN
2016-01-29,IBKR,SELL,-1155.1188315082793,0.0,7.517112731933594,8683.158475227143,19.971264493022428,OPEN
2016-01-29,MAS,SELL,-379.54840988256075,0.0,19.14527702331543,7266.559450960497,16.713086737209142,OPEN
2016-01-29,META,SELL,-88.94495208244902,0.0,107.48316192626953,9560.084687202152,21.98819478056495,OPEN
2016-01-29,MPWR,SELL,-157.92497187293446,0.0,51.411277770996094,8119.124595936179,18.67398657065321,OPEN
2016-01-29,NKE,SELL,-172.2526163692137,0.0,47.412071228027344,8166.853316511229,18.78376262797583,OPEN
2016-01-29,SBUX,SELL,-174.2185366603847,0.0,39.452842712402344,6873.416524447059,15.808858006228235,OPEN
2016-01-29,TKO,SELL,-683.5881416671912,0.0,13.486162185668945,9218.98054672378,21.203655257464693,OPEN
2016-01-29,VLO,SELL,-195.05469347876897,0.0,29.21441078186035,5698.407940218614,13.106338262502812,OPEN
2016-01-29,ALK,BUY,119.88626683898784,119.88626683898784,65.0962905883789,7804.151263706686,17.94954790652538,CLOSE
2016-01-29,EPAM,BUY,104.19427376600538,104.19427376600538,74.9000015258789,7804.151264061647,17.94954790734179,CLOSE
2016-01-29,EXR,BUY,124.92750385308959,124.92750385308959,62.46944046020508,7804.151263792621,17.949547906723026,CLOSE
2016-01-29,FSLR,BUY,113.66371755608057,113.66371755608057,68.66000366210938,7804.151263649457,17.94954790639375,CLOSE
2016-01-29,KDP,BUY,652.4355826327895,652.4355826327895,11.961565971374512,7804.1512637342785,17.94954790658884,CLOSE
2016-01-29,MSCI,BUY,126.38939546331605,126.38939546331605,61.746883392333984,7804.151263700962,17.949547906512212,CLOSE
2016-01-29,PSA,BUY,45.71856518601245,45.71856518601245,170.6998291015625,7804.151264020969,17.949547907248228,CLOSE
2016-01-29,STZ,BUY,59.72519175936559,59.72519175936559,130.66766357421875,7804.151263718485,17.949547906552514,CLOSE
2016-01-29,TAP,BUY,110.36635344295536,110.36635344295536,70.7113265991211,7804.151263858849,17.949547906875353,CLOSE
2016-01-29,ULTA,BUY,43.0763997535442,43.0763997535442,181.1699981689453,7804.151264474359,17.949547908291024,CLOSE
2016-02-29,ALK,SELL,-119.88626683898784,0.0,63.831626892089844,7652.535454351795,17.60083154500913,OPEN
2016-02-29,AYI,SELL,-44.76324849738887,0.0,196.0142059326172,8774.232609180099,20.18073500111423,OPEN
2016-02-29,EPAM,SELL,-104.19427376600538,0.0,67.3499984741211,7017.484179152618,16.14021361205102,OPEN
2016-02-29,GPN,SELL,-150.35150708689363,0.0,55.495235443115234,8343.792285014371,19.190722255533053,OPEN
2016-02-29,KDP,SELL,-652.4355826327895,0.0,11.667116165161133,7612.041732861341,17.507695985581087,OPEN
2016-02-29,LDOS,SELL,-278.6336909496802,0.0,16.632150650024414,4634.277524047426,10.65883830530908,OPEN
2016-02-29,MSCI,SELL,-126.38939546331605,0.0,58.624324798583984,7409.492970738117,17.04183383269767,OPEN
2016-02-29,ULTA,SELL,-43.0763997535442,0.0,165.0,7107.605959334794,16.347493706470026,OPEN
2016-02-29,VRSN,SELL,-106.74287663096271,0.0,83.92913055419922,8958.83682849085,20.605324705528954,OPEN
2016-02-29,ATO,BUY,135.5511254196896,135.5511254196896,55.08414840698242,7466.71830935167,17.17345211150884,CLOSE
2016-02-29,EQIX,BUY,29.838151467999026,29.838151467999026,250.2406463623047,7466.718309608426,17.173452112099383,CLOSE
2016-02-29,MCD,BUY,80.66811754242725,80.66811754242725,92.56095886230469,7466.718309344168,17.17345211149159,CLOSE
2016-02-29,META,BUY,70.32244168422893,70.32244168422893,106.17831420898438,7466.71830909104,17.173452110909395,CLOSE
2016-02-29,MPWR,BUY,137.59915460173028,137.59915460173028,54.26427459716797,7466.7183096464605,17.173452112186858,CLOSE
2016-02-29,MSFT,BUY,166.4043026785615,166.4043026785615,44.87094497680664,7466.718309393611,17.173452111605307,CLOSE
2016-02-29,NDAQ,BUY,415.66683981655177,415.66683981655177,17.963228225708008,7466.718309483532,17.173452111812125,CLOSE
2016-02-29,POOL,BUY,104.38206715276431,104.38206715276431,71.53257751464844,7466.718309744351,17.173452112412008,CLOSE
2016-02-29,TSN,BUY,146.58388299466452,146.58388299466452,50.938194274902344,7466.718309551776,17.173452111969084,CLOSE
2016-03-31,AMZN,SELL,-309.83986034,0.0,29.6820011138916,9196.667079739898,21.152334283401768,OPEN
2016-03-31,EQIX,SELL,-29.838151467999026,0.0,224.92657470703125,6711.393205286598,15.436204372159176,OPEN
2016-03-31,EXR,SELL,-124.92750385308959,0.0,44.537445068359375,5563.951840384232,12.797089232883735,OPEN
2016-03-31,FIX,SELL,-398.10183715035527,0.0,28.357433319091797,11289.146301199142,25.965036492758028,OPEN
2016-03-31,GOOGL,SELL,-239.43785817750543,0.0,37.85894775390625,9064.865363049392,20.849190335013603,OPEN
2016-03-31,MCD,SELL,-80.66811754242725,0.0,78.69766235351562,6348.392277047651,14.601302237209596,OPEN
2016-03-31,MPWR,SELL,-137.59915460173028,0.0,53.01665496826172,7295.046903444436,16.7786078779222,OPEN
2016-03-31,MSFT,SELL,-166.4043026785615,0.0,42.73699188232422,7111.619332757505,16.356724465342264,OPEN
2016-03-31,POOL,SELL,-104.38206715276431,0.0,69.77485656738281,7283.243763791051,16.751460656719416,OPEN
2016-03-31,STZ,SELL,-59.72519175936559,0.0,111.78579711914062,6676.428168914212,15.355784788502687,OPEN
2016-03-31,TAP,SELL,-110.36635344295536,0.0,59.13055419921875,6526.0236440288045,15.00985438126625,OPEN
2016-03-31,TYL,SELL,-51.81436552012548,0.0,130.50999450683594,6762.292559406766,15.553272886635561,OPEN
2016-03-31,ANF,BUY,285.6842276345043,285.6842276345043,26.082645416259766,7451.400410408814,17.138220943940276,CLOSE
2016-03-31,AWK,BUY,130.41013823125598,130.41013823125598,57.13819885253906,7451.400410644611,17.138220944482605,CLOSE
2016-03-31,CPB,BUY,161.88409153971543,161.88409153971543,46.029232025146484,7451.400410661615,17.138220944521713,CLOSE
2016-03-31,DLR,BUY,118.06471801300194,118.06471801300194,63.11284637451172,7451.400410204637,17.138220943470667,CLOSE
2016-03-31,DPZ,BUY,62.93687389998549,62.93687389998549,118.39482879638672,7451.400410368562,17.138220943847692,CLOSE
