rebalance_date,ticker,rank,score,z12,z6,r12,r6,rv63,rv63_cutoff,rv63_filter_pass,price_lag,price_filter_pass,adv20,adv20_filter_pass,jump63,jump63_filter_pass,oc_anomaly_count,oc_obs_count,oc_anomaly_filter_pass,weight,rebalanced
2015-01-30,SWKS,1,3.045842170715332,3.866910696029663,2.224773406982422,0.9413861036300659,0.4414392113685608,,,,58.489437103271484,1,,,0.04619777202606201,1,0.0,292.0,1,0.05,1
2015-01-30,ENPH,2,2.9461677074432373,3.244473934173584,2.6478614807128906,0.8126811981201172,0.5136287212371826,,,,14.289999961853027,1,,,0.22756409645080566,1,0.0,292.0,1,0.05,1
2015-01-30,LUV,3,2.792900562286377,3.263995409011841,2.321805715560913,0.8167177438735962,0.45799538493156433,,,,37.373207092285156,1,,,0.08415019512176514,1,0.0,292.0,1,0.05,1
2015-01-30,AXON,4,2.7302865982055664,1.7870893478393555,3.6734838485717773,0.5113292336463928,0.688625693321228,,,,26.479999542236328,1,,,0.0867389440536499,1,0.0,292.0,1,0.05,1
2015-01-30,PANW,5,2.4199376106262207,2.9772188663482666,1.8626562356948853,0.7574192881584167,0.3796529173851013,,,,20.428312301635742,1,,,0.06118667125701904,1,0.0,292.0,1,0.05,1
2015-01-30,UAL,6,2.2834458351135254,2.0705738067626953,2.4963178634643555,0.5699470043182373,0.48777157068252563,,,,66.88999938964844,1,,,0.0818021297454834,1,0.0,292.0,1,0.05,1
2015-01-30,EW,7,2.231245517730713,2.5117080211639404,1.950783133506775,0.6611629128456116,0.3946895897388458,,,,21.229976654052734,1,,,0.03427934646606445,1,0.0,292.0,1,0.05,1
2015-01-30,AVGO,8,2.0668816566467285,2.499614953994751,1.634148359298706,0.6586623191833496,0.34066373109817505,,,,7.705091953277588,1,,,0.08346474170684814,1,0.0,292.0,1,0.05,1
2015-01-30,RCL,9,2.033461332321167,2.074086904525757,1.9928357601165771,0.570673406124115,0.40186482667922974,,,,72.22525024414062,1,,,0.06618034839630127,1,0.0,292.0,1,0.05,1
2015-01-30,EA,10,2.0039443969726562,2.784571886062622,1.2233166694641113,0.7175845503807068,0.2705654799938202,,,,45.7123908996582,1,,,0.12807273864746094,1,0.0,292.0,1,0.05,1
2015-01-30,AAL,11,1.9744259119033813,2.9815802574157715,0.9672715663909912,0.7583211064338684,0.22687773406505585,,,,50.81460952758789,1,,,0.07916378974914551,1,0.0,287.0,1,0.05,1
2015-01-30,MNST,12,1.847983479499817,1.583573579788208,2.112393379211426,0.46924710273742676,0.42226436734199524,,,,18.058313369750977,1,,,0.07872200012207031,1,0.0,292.0,1,0.05,1
2015-01-30,CNC,13,1.7751483917236328,2.0527327060699463,1.4975641965866089,0.566257894039154,0.3173590302467346,,,,25.962499618530273,1,,,0.04347825050354004,1,0.0,292.0,1,0.05,1
2015-01-30,DAL,14,1.6192493438720703,2.171168804168701,1.06732976436615,0.590747594833374,0.24395018815994263,,,,43.07754135131836,1,,,0.07264387607574463,1,0.0,292.0,1,0.05,1
2015-01-30,BBWI,15,1.5540680885314941,1.1334775686264038,1.9746586084365845,0.3761780858039856,0.39876335859298706,,,,47.20259475708008,1,,,0.03766834735870361,1,0.0,292.0,1,0.05,1
2015-01-30,REGN,16,1.5346240997314453,1.2444441318511963,1.8248040676116943,0.39912328124046326,0.3731943964958191,,,,407.98724365234375,1,,,0.05786067247390747,1,0.0,292.0,1,0.05,1
2015-01-30,DXCM,17,1.5037496089935303,1.448163628578186,1.559335470199585,0.4412475824356079,0.327898770570755,,,,13.762499809265137,1,,,0.14116060733795166,1,0.0,292.0,1,0.05,1
2015-01-30,KR,18,1.4694945812225342,1.73024582862854,1.2087434530258179,0.4995753765106201,0.26807892322540283,,,,25.962369918823242,1,,,0.035799503326416016,1,0.0,292.0,1,0.05,1
2015-01-30,LOW,19,1.3927717208862305,0.9828417897224426,1.8027015924453735,0.3450302481651306,0.36942315101623535,,,,56.14263916015625,1,,,0.06372809410095215,1,0.0,292.0,1,0.05,1
2015-01-30,ALK,20,1.3677303791046143,1.7260075807571411,1.0094530582427979,0.49869900941848755,0.23407496511936188,,,,54.63786315917969,1,,,0.06132471561431885,1,0.0,292.0,1,0.05,1
2015-02-27,SWKS,1,3.1545557975769043,4.061276912689209,2.2478346824645996,1.016861081123352,0.49659067392349243,,,,66.8071517944336,1,,,0.04619777202606201,1,0.0,311.0,1,0.05,1
2015-02-27,AXON,2,2.812354564666748,1.771986722946167,3.85272216796875,0.5198755264282227,0.8063129186630249,,,,27.010000228881836,1,,,0.16136783361434937,1,0.0,311.0,1,0.05,1
2015-02-27,LUV,3,2.5356709957122803,2.9515838623046875,2.119758129119873,0.7759560942649841,0.47187358140945435,,,,39.898902893066406,1,,,0.08415019512176514,1,0.0,311.0,1,0.05,1
2015-02-27,EA,4,2.4807300567626953,2.7464373111724854,2.2150230407714844,0.7314205169677734,0.49025848507881165,,,,53.34003448486328,1,,,0.12807273864746094,1,0.0,311.0,1,0.05,1
2015-02-27,PANW,5,2.420304536819458,2.851536273956299,1.9890727996826172,0.75423663854599,0.44665300846099854,,,,21.064977645874023,1,,,0.06118667125701904,1,0.0,311.0,1,0.05,1
2015-02-27,MNST,6,2.3417630195617676,1.881778597831726,2.8017475605010986,0.5437104105949402,0.6034886240959167,,,,19.49164581298828,1,,,0.0434039831161499,1,0.0,311.0,1,0.05,1
2015-02-27,AVGO,7,2.0589518547058105,2.364285469055176,1.7536184787750244,0.6484586000442505,0.4012134373188019,,,,7.8805036544799805,1,,,0.14705359935760498,1,0.0,311.0,1,0.05,1
2015-02-27,KR,8,1.959521770477295,2.4313347339630127,1.4877086877822876,0.6630144119262695,0.3498963415622711,,,,27.919355392456055,1,,,0.035799503326416016,1,0.0,311.0,1,0.05,1
2015-02-27,CNC,9,1.9563608169555664,2.088186502456665,1.8245351314544678,0.588519811630249,0.41489943861961365,,,,27.290000915527344,1,,,0.04347825050354004,1,0.0,311.0,1,0.05,1
2015-02-27,ALK,10,1.9329153299331665,1.9159936904907227,1.9498369693756104,0.5511382222175598,0.4390810430049896,,,,62.0527458190918,1,,,0.06132471561431885,1,0.0,311.0,1,0.05,1
2015-02-27,EW,11,1.8854159116744995,2.3938562870025635,1.3769755363464355,0.6548781394958496,0.32852625846862793,,,,20.891645431518555,1,,,0.061811089515686035,1,0.0,311.0,1,0.05,1
2015-02-27,LULU,12,1.7895848751068115,1.0880796909332275,2.4910900592803955,0.37140509486198425,0.5435357689857483,,,,66.23999786376953,1,,,0.09111356735229492,1,0.0,311.0,1,0.05,1
2015-02-27,BBWI,13,1.7299978733062744,1.7740050554275513,1.6859906911849976,0.5203136801719666,0.38816213607788086,,,,46.155460357666016,1,,,0.054097771644592285,1,0.0,311.0,1,0.05,1
2015-02-27,DXCM,14,1.6208009719848633,1.1753803491592407,2.0662214756011963,0.3903573155403137,0.46154171228408813,,,,14.944999694824219,1,,,0.08353471755981445,1,0.0,311.0,1,0.05,1
2015-02-27,UAL,15,1.5226359367370605,1.2856570482254028,1.7596148252487183,0.414297491312027,0.4023706614971161,,,,69.37000274658203,1,,,0.0818021297454834,1,0.0,311.0,1,0.05,1
2015-02-27,ULTA,16,1.4443697929382324,1.3643349409103394,1.524404525756836,0.4313777685165405,0.3569781482219696,,,,131.94000244140625,1,,,0.03361809253692627,1,0.0,311.0,1,0.05,1
2015-02-27,KDP,17,1.4322785139083862,1.7070292234420776,1.1575278043746948,0.5057737827301025,0.2861757278442383,,,,9.612064361572266,1,,,0.0255281925201416,1,0.0,311.0,1,0.05,1
2015-02-27,WHR,18,1.380206823348999,1.3106112480163574,1.4498025178909302,0.4197148084640503,0.3425809442996979,,,,131.08932495117188,1,,,0.08312785625457764,1,0.0,311.0,1,0.05,1
2015-02-27,LOW,19,1.363389492034912,1.208669662475586,1.5181092023849487,0.3975841701030731,0.35576319694519043,,,,55.48630905151367,1,,,0.03312540054321289,1,0.0,311.0,1,0.05,1
2015-02-27,MAC,20,1.3530604839324951,1.4829723834991455,1.2231487035751343,0.4571329355239868,0.2988397181034088,,,,44.90696334838867,1,,,0.032163798809051514,1,0.0,311.0,1,0.05,1
2015-03-31,SWKS,1,2.93745756149292,3.7689177989959717,2.105997323989868,0.914587140083313,0.4411531686782837,,,,70.69998168945312,1,,,0.06223118305206299,1,0.0,333.0,1,0.05,1
2015-03-31,PANW,2,2.608898162841797,2.6902318000793457,2.527564525604248,0.692584753036499,0.5148415565490723,,,,23.70330810546875,1,,,0.03619873523712158,1,0.0,333.0,1,0.05,1
2015-03-31,AVGO,3,2.54009747505188,2.932225227355957,2.1479697227478027,0.7423889636993408,0.448489785194397,,,,9.77556324005127,1,,,0.14705359935760498,1,0.0,333.0,1,0.05,1
2015-03-31,MNST,4,2.35955810546875,2.4616730213165283,2.2574429512023926,0.6455454230308533,0.46762531995773315,,,,23.519973754882812,1,,,0.13131308555603027,1,0.0,333.0,1,0.05,1
2015-03-31,CNC,5,2.347618818283081,2.520551919937134,2.1746857166290283,0.6576632261276245,0.4531596302986145,,,,30.729999542236328,1,,,0.03575611114501953,1,0.0,333.0,1,0.05,1
2015-03-31,EA,6,2.3184845447540283,2.692964553833008,1.9440045356750488,0.6931471824645996,0.4128374457359314,,,,55.59575653076172,1,,,0.12807273864746094,1,0.0,333.0,1,0.05,1
2015-03-31,LUV,7,1.9294817447662354,2.5482370853424072,1.310726523399353,0.6633610725402832,0.30214282870292664,,,,38.1856689453125,1,,,0.08415019512176514,1,0.0,333.0,1,0.05,1
2015-03-31,BBWI,8,1.8770291805267334,1.9098470211029053,1.844211459159851,0.5319751501083374,0.3953939974308014,,,,51.482948303222656,1,,,0.054097771644592285,1,0.0,333.0,1,0.05,1
2015-03-31,EW,9,1.859092116355896,2.4611546993255615,1.2570295333862305,0.6454387307167053,0.2927567958831787,,,,22.16997718811035,1,,,0.0981898307800293,1,0.0,333.0,1,0.05,1
